id, round, trial, version, timestamp, frame, _relativeTime, pointerX, pointerY, mouseDX, mouseDY, phase, event
9770,0,1,RL,10:56:44.850,565,0.017,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:44.862,566,0.031,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:44.881,567,0.050,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:44.898,568,0.068,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:44.916,569,0.085,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:44.933,570,0.101,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:44.949,571,0.118,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:44.965,572,0.134,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:44.983,573,0.152,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:44.998,574,0.167,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.015,575,0.184,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.033,576,0.202,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.048,577,0.217,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.065,578,0.234,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.080,579,0.250,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.100,580,0.269,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.116,581,0.285,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.131,582,0.300,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.150,583,0.318,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.164,584,0.333,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.181,585,0.350,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.200,586,0.369,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.216,587,0.385,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.233,588,0.401,-0.101,-0.169,0.000,0.000,waitingForTarget,noEvent
9770,0,1,RL,10:56:45.247,589,0.015,-0.101,-0.169,0.000,0.000,activeTracking,targetAppeared
9770,0,1,RL,10:56:45.265,590,0.032,-0.101,-0.169,0.000,0.000,activeTracking,noEvent
9770,0,1,RL,10:56:45.282,591,0.049,-0.101,-0.169,0.000,0.000,activeTracking,noEvent
9770,0,1,RL,10:56:45.296,592,0.064,-0.101,-0.169,0.000,0.000,activeTracking,noEvent
9770,0,1,RL,10:56:45.315,593,0.083,-0.101,-0.169,0.000,0.000,activeTracking,noEvent
9770,0,1,RL,10:56:45.331,594,0.099,-0.101,-0.169,0.000,0.000,activeTracking,noEvent
9770,0,1,RL,10:56:45.349,595,0.117,-0.101,-0.169,0.000,0.000,activeTracking,noEvent
9770,0,1,RL,10:56:45.365,596,0.133,-0.101,-0.169,0.000,0.000,activeTracking,noEvent
9770,0,1,RL,10:56:45.381,597,0.149,-0.101,-0.169,0.000,0.000,activeTracking,noEvent
